STORE,Urban_Rural,Market_Name,ST,Population,Asian_Pop,African_American_Pop,Hispanic_Pop,House_Holds,Median_Age,Median_Income,Median_Housing_Value,Total_Older_Vehicles,Total_Vehicles
473,U,Los Angeles,CA,29474,938,419,8384,12427,39.780451,78517.6713,481585.7838,18906,25495
473,U,Los Angeles,CA,29474,938,419,8384,12427,39.780451,78517.6713,481585.7838,18906,25495
474,U,Sacramento-Stockton,CA,25916,1968,1086,10363,9419,34.597172,36865.02045,226050.6332,16271,27569
475,U,Sacramento-Stockton,CA,33416,1082,428,16229,12299,38.52029,65897.33122,339367.1504,21568.841,27717.59984
476,U,Sacramento-Stockton,CA,17075,1047,717,5265,6514,30.954483,35378.28357,153885.8568,13676,16494
477,U,San Diego,CA,34441,2895,968,20455,9692,33.55272,60127.05177,363442.1929,20519,27655
478,U,San Diego,CA,21552,1331,690,17835,5868,41.453452,52971.75413,329273.0799,19424.44758,24651.31127
479,U,Los Angeles,CA,27889,752,201,23735,6722,35.244924,56442.62656,425625.4453,16913,22657
479,U,Los Angeles,CA,27889,752,201,23735,6722,35.244924,56442.62656,425625.4453,16913,22657
48,U,Sacramento-Stockton,CA,31295,2581,1344,13848,11375,35.592462,48294.53047,231693.5956,21898,27526
480,U,Sacramento-Stockton,CA,81349,13353,1216,7723,29495,39.119372,134954.7197,515984.7883,44068,68499
481,R,Fresno-Visalia,CA,21219,444,413,16697,6339,31.124709,34590.4676,156679.8941,14466,17957
482,U,Los Angeles,CA,29773,2873,628,26170,9007,36.820888,37436.56246,458295.9266,16990,22523
483,U,San Francisco-Oakland-San Jose,CA,45462,9291,947,32057,9182,36.882016,80560.19812,554381.5101,29663.7662,37027.81857
484,U,Los Angeles,CA,56913,4644,3425,16808,18149,33.607894,81176.13394,393785.0276,29567.28648,44047.30027
485,R,Fresno-Visalia,CA,15108,674,156,7114,4998,34.402582,60097.00616,280437.4352,9694.177574,13181.37887
486,R,Bakersfield,CA,17533,216,251,6301,5748,30.12615,33733.72766,123883.1554,11550.97653,14425.76892
487,U,Los Angeles,CA,26675,4856,1220,11469,8562,38.681196,66775.97065,553896.6602,13695,19517
488,U,Los Angeles,CA,30473,4991,2388,19332,8388,35.696955,49426.60043,398952.9146,16824,22348
489,U,San Francisco-Oakland-San Jose,CA,25793,3597,4723,8243,8806,40.322525,75642.29244,328638.2345,18560.00818,23637.02529
49,U,Los Angeles,CA,21014,9288,258,7735,6315,38.614956,56219.28876,496038.7306,13670,18352
490,U,Los Angeles,CA,18450,1756,730,6894,6736,37.548293,81347.0639,491683.2357,11505.60601,16837.30617
491,U,San Diego,CA,48566,2146,2114,8053,21949,36.809362,87807.18272,620606.2431,31467.96364,45155.34295
492,U,San Diego,CA,21610,2171,1563,12812,5298,35.113638,67114.42369,482892.4168,23519.89143,30442.09785
493,U,San Diego,CA,16888,311,699,13404,5234,35.427285,30723.70381,234143.7812,15206,18712
494,U,Los Angeles,CA,18514,1181,782,8677,5909,37.721681,79320.7295,387315.4205,11678.45241,17047.09402
495,U,Sacramento-Stockton,CA,19977,984,345,16394,4905,29.378841,37250.92441,200645.9323,16044,
496,U,San Diego,CA,52802,2042,1105,,21526,40.083027,88640.49144,644262.5814,31480,45351
497,U,Los Angeles,CA,32071,7168,1174,9452,12202,43.780359,96703.58533,547856.4439,18317,28846
498,R,San Diego,CA,19283,933,253,5566,5968,43.13919,-12,556563.0186,14859,20083
498,R,San Diego,CA,19283,933,253,5566,5968,43.13919,-12,556563.0186,14859,20083
499,R,Eureka,CA,33024,862,452,,14346,32.954463,49712.84829,325321.9651,21769,26953
5,U,Tampa-St. Petersburg,FL,23755,320,5507,11492,7732,40.258839,33676.32275,120088.6661,13951.14431,19445.23473
50,U,Los Angeles,CA,24640,406,1206,22443,6667,30.518572,28509.79229,192881.3546,17259,22031
500,U,Las Vegas,NV,21974,1586,2346,6418,8791,39.781478,67767.4494,200593.1745,10913,15223
501,R,Reno,CA,33256,1095,325,7165,14465,43.684911,70580.05752,436144.227,25581,33043
502,U,Los Angeles,CA,18533,1749,278,11081,5933,36.938213,69176.25074,517710.4195,10098,14534
503,U,Los Angeles,CA,18173,1455,3144,8980,5225,33.925472,67987.39883,344548.9665,11726.302,16830.62262
504,U,Los Angeles,CA,57348,4671,1123,15237,20650,41.329004,103450.2165,612195.4014,31939,46966
505,U,Sacramento-Stockton,CA,28805,3884,4536,11536,11299,34.190498,40543.63246,222123.7168,17366.41608,22403.9723
506,U,Salinas-Monterrey,CA,19228,3107,1712,7135,7574,35.283654,72640.64234,459024.4939,12595.04603,17077.85633
507,R,Fresno-Visalia,CA,15551,581,50,15510,3847,28.787306,24431.05003,126729.3429,11237.28496,13217.11974
508,U,Palm Springs,CA,15649,611,196,5514,7004,52.308812,72023.61327,311994.6538,10001.8336,15706.74127
509,R,Sacramento-Stockton,CA,18884,207,157,2049,8411,51.169593,87840.70901,311987.7394,18482,23055
51,R,Palm Springs,CA,1,774,2209,24547,13029,35.264155,29188.21798,159501.2346,26866.38736,35255.82184
510,U,Los Angeles,CA,1,119,8240,18055,6266,28.723824,19183.19886,330796.23,16521,20531
511,U,Los Angeles,CA,1,3033,4240,25964,12021,35.92481,51541.07854,424824.059,21980,29961
512,R,Los Angeles,CA,23126,329,104,3968,10341,43.50768,73794.45689,329519.7642,19014.65155,24539.76409
513,U,San Francisco-Oakland-San Jose,CA,21571,2683,1081,10369,7925,36.925024,92911.43749,735447.3515,12406.37433,16737.64435
514,U,Fresno-Visalia,CA,50630,6130,1101,12661,17155,35.746623,86570.96777,328864.2005,28548.8761,42945.50652
515,U,Sacramento-Stockton,CA,25195,2238,3264,5377,8386,34.297221,51353.77845,241927.0569,16832,20878
516,U,Salinas-Monterrey,CA,32866,766,121,26735,8003,33.732015,59939.5181,449993.6776,25967.18859,31721.62398
517,U,Los Angeles,CA,31860,3227,1197,10407,12202,43.650367,89640.58566,612152.172,15916.96361,23922.5748
518,R,Bakersfield,CA,13872,141,90,13479,3217,27.367085,24506.87745,151092.6888,8641.709141,10990.32964
519,U,Los Angeles,CA,24404,1657,1012,7944,8096,34.717715,70310.99828,316381.3891,13537,19250
52,R,Fresno-Visalia,CA,13061,153,491,11702,4093,29.943304,25707.11508,138084.5788,9265,11572
520,R,Medford,CA,1,184,172,1385,8463,45.21859,44470.02341,181358.0721,16696,20545
521,U,Salinas-Monterrey,CA,35116,1834,745,20873,12315,35.377571,73219.68655,419237.1106,25391,33357
521,U,Salinas-Monterrey,CA,35116,1834,745,20873,12315,35.377571,73219.68655,419237.1106,25391,33357
522,R,Eureka,CA,27273,1357,328,3008,11358,40.884889,45101.37026,273321.9621,18369,22717
523,U,Los Angeles,CA,36571,2343,2158,22721,10488,32.066077,55727.04315,338331.5363,22265,30024
524,U,San Diego,CA,25571,1132,1836,7863,8074,32.105088,41650.70987,296574.8852,15980,20341
525,R,Sacramento-Stockton,CA,44451,16269,5258,8885,13367,35.897404,92563.27066,427668.9285,23952.95429,35446.28999
526,R,Salinas-Monterrey,CA,19406,320,160,17307,4524,31.745325,64920.12646,313732.8095,12734,16295
527,U,Los Angeles,CA,28495,2332,703,19768,8355,33.41096,53127.61864,417034.0971,16021.6945,22100.5504
528,U,San Francisco-Oakland-San Jose,CA,30218,8495,1230,,9478,37.007738,121956.6341,774408.5788,13157.57262,19608.43365
529,R,Minneapolis-St. Paul,MN,43555,434,432,567,17846,41.008279,75446.87969,189027.3961,34612.34259,44314.27622
53,U,Los Angeles,CA,46635,2004,2335,17987,13969,40.077654,50529.86304,248318.6063,25143.21397,36744.16033
53,U,Los Angeles,CA,46635,2004,2335,17987,13969,40.077654,50529.86304,248318.6063,25143.21397,36744.16033
530,U,Orlando-Daytona Beach-Melbourne,FL,17498,417,1181,11505,6291,38.401366,33777.01292,138773.3917,,13231.29706
531,U,Los Angeles,CA,40821,4660,5844,14340,13893,38.484052,72746.61718,506805.9387,22303.34597,31900.14204
532,U,Los Angeles,CA,15192,1019,535,10866,3845,34.724256,58187.72235,393540.6598,7786.428819,10870.43635
533,U,Los Angeles,CA,18512,115,10093,9617,5463,37.14201,38468.52793,329125.6718,13166.80638,17982.5276
533,U,Los Angeles,CA,18512,115,10093,9617,5463,37.14201,38468.52793,329125.6718,13166.80638,17982.5276
534,R,Florence-Myrtle Beach,NC,14701,60,4226,3439,5019,39.385519,28576.25264,69323.53238,10368.598,12758.25888
535,U,Philadelphia,NJ,20185,2494,1802,1470,7579,39.898019,89283.87337,299769.5005,11455.29476,17308.04508
536,U,Los Angeles,CA,25521,2769,831,14924,8267,38.383656,67679.1449,497090.3052,14983.17271,21097.28583
537,U,Chicago,IL,23215,2027,297,3756,9692,41.622059,86326.92281,221990.8545,14432.05122,21425.09654
538,U,Puerto Rico,PR,40456,82,126,39872,,45.283001,,,,
539,U,Los Angeles,CA,34082,1059,329,24485,10549,37.12474,69543.61273,502260.3238,18538.48275,26130.928
54,U,San Francisco-Oakland-San Jose,CA,45477,13177,1674,9239,16222,38.085261,116662.2541,1087645.172,,33842.88506
540,R,San Francisco-Oakland-San Jose,CA,14347,193,208,3836,5995,46.84012,50704.83976,207542.8621,12523.72529,15574.9053
541,U,Los Angeles,CA,1,1883,298,17258,8079,37.741668,65287.08896,469531.147,16283.31229,22648.77559
542,U,Los Angeles,CA,20562,730,1563,11326,5429,35.115417,42850.56882,224984.0903,12664.71271,17847.49065
543,U,Sacramento-Stockton,CA,22240,6776,2085,6803,6727,35.038013,93596.32055,356687.396,12930.1919,18683.73974
55,U,Los Angeles,CA,17612,2237,270,6004,5358,40.205088,102419.2051,665725.48,11025,16036
55,U,Los Angeles,CA,17612,2237,270,6004,5358,40.205088,102419.2051,665725.48,11025,16036
56,U,Los Angeles,CA,40896,4517,5726,24167,11138,33.409351,69978.11815,363253.3071,26066.79372,38397.86877
57,U,Fresno-Visalia,CA,27924,4142,2566,19928,7989,31.087928,18068.9171,129072.2115,17252,20453
58,U,Los Angeles,CA,38484,247,95,37645,9317,29.990198,24753.40872,395778.0381,20563,26153
59,U,Sacramento-Stockton,CA,36002,1616,2646,5496,14825,36.242064,49093.08913,216041.4136,24093,30422
6,U,San Antonio-Victoria,TX,34041,212,695,28310,11684,34.874246,29477.04991,104198.2664,20886.46972,25831.12114
60,U,Los Angeles,CA,19290,2086,385,9305,6478,36.807066,62980.39777,496475.0006,10841.99653,14946.63955
61,U,Rochester,NY,1,986,1410,1582,6909,42.55394,52371.86927,114905.9048,9405.219534,14165.86859
62,U,Los Angeles,CA,11836,222,106,4454,4731,37.757873,83888.64464,851232.2475,7191,10077
63,U,San Francisco-Oakland-San Jose,CA,1,1942,5753,22959,9247,32.714384,75841.2555,789442.402,24632,31207
64,U,Sacramento-Stockton,CA,36385,2557,7287,14812,11304,33.877532,55080.35413,256009.9921,25672.08837,32235.46211
65,U,Fresno-Visalia,CA,36204,10103,2053,15196,10216,31.497766,45629.36236,233506.3637,21271.4436,28891.74189
66,U,San Francisco-Oakland-San Jose,CA,28568,12745,274,5067,10205,43.0917,113403.9801,1220849.814,13761,20533
67,U,Los Angeles,CA,35810,9155,643,18581,9741,36.920069,56888.79104,479768.3121,19833,26984
68,U,San Francisco-Oakland-San Jose,CA,43102,8314,6179,15059,15695,43.490239,78549.79769,450540.409,29014,38415
69,U,Sacramento-Stockton,CA,53229,6605,3359,24391,16156,33.817832,98659.59199,385410.2228,35659,47615
7,R,Pittsburgh,PA,18750,208,1888,507,8126,43.566096,42425.94469,99872.96727,10755.56884,14934.53929
70,U,Los Angeles,CA,58389,4512,1138,47151,15516,31.463853,42013.33407,426408.3558,33872,44997
700,U,Fresno-Visalia,CA,21867,1088,389,10683,7443,33.302071,67101.9984,227850.9931,11782.36225,16484.43449
701,U,San Diego,CA,34259,1259,1345,19661,11202,34.033723,43992.25812,406510.7487,26739,33552
702,U,Bakersfield,CA,18823,202,81,18926,4712,28.581507,22712.50035,135306.417,12836.52737,15058.40125
703,U,Los Angeles,CA,29032,1247,489,10202,10359,40.669427,83411.44255,500663.0149,17378,24339
704,U,Fresno-Visalia,CA,70414,1691,2259,48235,20811,30.658906,44019.12716,190837.8552,44911.02131,58480.08334
705,U,San Francisco-Oakland-San Jose,CA,35005,8027,573,7337,13303,38.934121,115532.5312,1071747.129,17392.51151,26005.23961
706,U,Fresno-Visalia,CA,39107,1006,1211,32995,9970,29.413537,31146.14008,191317.0933,24447,30547
707,U,Fresno-Visalia,CA,27387,3000,7156,16711,7009,28.24726,15957.83667,124200.2547,18660.95637,22456.0207
708,U,Los Angeles,CA,20732,2037,1971,10258,6879,37.741993,67516.59464,497879.1798,11471,15807
709,U,Bakersfield,CA,23256,806,2660,9377,9087,33.41831,53096.81708,198578.0876,12198.47905,16624.80857
71,U,Los Angeles,CA,15991,319,43,15579,2900,35.425333,44249.9254,423010.3476,9533.109643,11970.505
710,U,Los Angeles,CA,18670,2268,415,3337,6900,42.523718,106741.6674,721639.9772,9517,15088
711,U,Los Angeles,CA,28780,2817,346,6934,10023,40.770699,113440.0941,612904.8236,16784,26121
712,U,Los Angeles,CA,20891,418,970,12369,6332,33.609052,48185.39122,297579.7653,15172.49014,20458.27211
713,U,Salinas-Monterrey,CA,45587,1274,236,39367,12521,36.604286,63311.66708,412681.1205,32176,40164
714,U,Sacramento-Stockton,CA,34208,4445,4418,11421,11297,36.79679,61265.81393,250522.9975,20982.20923,27518.57686
715,R,Fresno-Visalia,CA,14493,253,106,13403,3862,31.528041,24858.41524,120983.4715,9548.16403,11552.8543
716,U,San Francisco-Oakland-San Jose,CA,45350,24920,1237,9519,14458,39.467072,113167.2296,856395.8237,24176,34974
717,R,Fresno-Visalia,CA,24362,541,239,2735,10737,48.52914,65715.94828,281890.6946,19677.87755,25184.88651
718,U,Los Angeles,CA,21028,251,1881,18676,4479,28.974453,19362.51859,326915.9683,11689,14445
719,U,San Francisco-Oakland-San Jose,CA,67055,5937,1220,15386,24121,38.412436,121806.7978,710426.5651,41323,58731
72,U,Chico-Redding,CA,13146,590,309,3263,5599,27.371162,35724.89617,252022.0795,7574,9317
720,U,Sacramento-Stockton,CA,21553,2231,580,12063,6307,33.372732,48581.26168,259797.2296,15862,20143
721,U,Sacramento-Stockton,CA,20332,3860,4462,10038,5166,31.471252,65134.22654,258357.5668,14324.27703,18637.20149
722,U,Los Angeles,CA,26350,219,15431,10773,8788,37.773017,35852.92744,426057.3564,15461.15079,20201.05883
723,U,Los Angeles,CA,31388,3850,611,25338,7136,37.163992,58905.90557,366348.9459,17695.8079,24067.74311
724,U,San Francisco-Oakland-San Jose,CA,34558,2745,9305,12911,13758,38.088231,49957.27149,259183.8447,31504,37322
725,U,Santa Barbara-Santa Maria-San Luis Obispo,CA,43167,1638,506,11742,17947,43.819795,78472.01432,527517.845,29938.23454,40111.98508
726,U,San Francisco-Oakland-San Jose,CA,39053,6237,8677,21779,12605,36.466527,54941.54459,368540.3547,27085,35427
727,U,San Francisco-Oakland-San Jose,CA,36840,3181,822,17437,13570,35.347503,96090.92875,888930.6727,19854,27584
728,U,Los Angeles,CA,54030,7092,2565,20426,16383,36.96122,100732.0258,495946.6111,30151.09356,46038.45696
729,U,Los Angeles,CA,68504,6982,1722,15424,23066,38.209497,108372.1987,532569.4157,34942,56612
73,R,Sacramento-Stockton,CA,25866,1178,1348,17238,7206,32.653773,64749.39488,290306.937,18541.13835,23919.05583
730,R,Sacramento-Stockton,CA,13879,257,212,9898,3907,33.82691,54447.84192,217445.9954,9590.994057,12190.28958
731,U,San Diego,CA,32722,7936,4813,13681,9268,37.594441,59724.88347,382313.0541,20412.72471,26840.09513
732,U,San Francisco-Oakland-San Jose,CA,8687,428,258,6031,2812,36.016127,59935.79705,337876.691,5974.751368,7668.85139
733,U,Los Angeles,CA,14950,966,196,10604,4842,37.434127,67928.85211,548727.4732,9091.35624,12663.78053
734,R,Chico-Redding,CA,9346,355,73,4417,3268,38.513535,45470.29874,209644.6968,7543,9404
735,R,Chico-Redding,CA,7941,70,79,4516,3140,33.602569,30458.76313,168583.6229,9487,11433
736,U,Los Angeles,CA,25287,1621,2148,8117,8103,39.272587,84611.49614,361955.7332,16457,23684
737,U,San Francisco-Oakland-San Jose,CA,33854,2732,2252,11139,10893,36.725548,95008.66834,496634.4006,22113.22608,31634.26856
738,R,Eureka,CA,12190,128,131,2278,4576,41.579843,47667.66243,265763.3682,8427,10555
739,U,San Diego,CA,24852,1018,2663,8192,8385,37.814579,64604.36838,471409.6495,17767.18079,23287.75774
74,U,Chico-Redding,CA,19769,530,378,1506,8396,41.274146,53674.7189,267278.1029,13397.56981,
740,U,Fresno-Visalia,CA,20926,420,164,16112,5699,28.845068,21411.3272,124251.5715,15078.65992,17943.97945
741,R,Eureka,CA,17593,870,232,2438,7209,40.102552,40229.81874,188164.6632,12971,15667
742,U,Los Angeles,CA,49698,3319,710,12951,18459,42.583677,108443.774,611269.8715,29469,44939
743,R,Los Angeles,CA,11725,254,2224,3719,4319,34.099267,47356.24384,111132.6955,8729.685889,10984.75621
744,U,San Francisco-Oakland-San Jose,CA,56242,16497,2586,6773,23745,41.684567,100124.2724,803655.0176,28164.39216,40605.10491
745,U,Los Angeles,CA,13786,359,2767,9756,3859,34.119984,59871.44574,331893.4299,10791.5264,14629.76209
746,U,San Francisco-Oakland-San Jose,CA,30361,6674,4280,15603,8715,34.481868,37521.76473,425394.0878,17816,21900
747,U,Los Angeles,CA,27874,749,182,26442,7521,33.252457,37897.39549,441015.5824,15133.78094,19744.48212
748,U,Bakersfield,CA,32744,320,3434,23164,9735,28.020596,18879.13871,133065.1774,18005.54078,21085.08705
749,R,Los Angeles,CA,24104,524,2368,10447,8838,33.548187,46923.461,166483.9796,18801.58904,23925.0537
75,U,Los Angeles,CA,27592,1218,2841,21297,7185,32.755469,60932.57252,312378.0578,17086.5092,23664.24663
750,R,Bakersfield,CA,19631,114,145,16030,4846,28.267495,28614.09882,168015.9932,12839,17023
751,U,Los Angeles,CA,35690,248,192,33668,8086,33.826769,24395.14881,394229.6761,18292,23243
752,U,Los Angeles,CA,82905,38397,1091,22580,30386,38.56433,45402.04433,513227.7302,29370,53192
753,U,Los Angeles,CA,43760,12559,1372,19896,19624,38.618295,30027.05199,798755.5464,16794,25157
754,U,Los Angeles,CA,27845,7683,288,17042,7864,39.662108,76516.43512,508200.1452,16669.92789,23411.35485
755,U,Los Angeles,CA,14929,1996,1112,3885,6249,33.427229,72257.14093,531001.0216,7388,10708
756,U,Los Angeles,CA,35869,4942,4486,23115,8879,34.830363,45894.45753,375512.0181,18984,25380
757,U,Los Angeles,CA,39494,4148,7687,23590,12115,37.277037,24634.71049,615882.7496,18363,24580
758,U,Los Angeles,CA,29506,3783,5359,19361,9862,31.483573,21798.34773,598285.8685,13459.40133,17734.07871
759,U,Los Angeles,CA,26433,3511,1079,16981,10565,35.667276,28570.07812,632094.1761,10021,14609
76,U,Los Angeles,CA,18596,540,643,13419,5413,34.369746,50181.30447,353263.5285,11332,15117
76,U,Los Angeles,CA,18596,540,643,13419,5413,34.369746,50181.30447,353263.5285,11332,15117
760,U,Los Angeles,CA,27472,2517,1549,8521,16429,34.029852,49547.8615,702888.6295,11603,19029
761,U,Los Angeles,CA,39304,23307,429,7501,14045,42.174089,67825.74506,713796.5733,18593,28043
762,U,Los Angeles,CA,35064,20164,181,12701,9665,42.129654,43219.68948,491760.5792,18295,26045
763,U,Los Angeles,CA,42313,1640,3013,26150,15894,35.830218,39852.27292,452636.5802,23558.73314,31186.20436
764,U,Los Angeles,CA,18261,131,7393,10563,4794,35.071535,27376.45562,329679.423,11503,14671
765,U,Los Angeles,CA,18981,2977,218,6150,6707,38.154207,82120.05437,570588.2468,11435.45497,17039.49825
766,U,Los Angeles,CA,45712,4911,594,6933,16842,40.195377,95299.46412,618026.5992,23795.1908,35593.66341
767,U,Los Angeles,CA,24010,3860,520,13940,6973,35.959725,62612.28767,431166.7958,12448,17583
768,U,Palm Springs,CA,42252,375,133,46487,10841,35.238779,20945.88211,198358.4711,30692.89677,40192.53473
769,U,Los Angeles,CA,29974,834,4336,20932,7252,31.174841,39611.25726,242857.8654,20250,26106
77,U,Chico-Redding,CA,26268,835,496,2491,11278,39.826964,41252.45219,194984.9862,17623,22272
770,U,Los Angeles,CA,53646,1546,6378,39423,12042,30.274395,44303.74492,258476.432,32203.48332,43241.92788
771,U,Los Angeles,CA,40024,725,2331,22319,11771,34.110914,32532.42997,167706.9801,24843.03089,32698.86024
772,U,Sacramento-Stockton,CA,26174,854,860,4518,10276,37.042256,66337.2214,284406.4639,16438,21314
773,U,Sacramento-Stockton,CA,28001,4557,3919,11639,10132,36.427399,41396.99825,257080.8537,19002.13266,23863.21126
774,U,Sacramento-Stockton,CA,16759,836,249,1633,7712,41.521004,102473.7644,584727.517,8371,12564
775,R,Los Angeles,CA,32728,621,4305,12734,10750,33.076711,37323.15611,112473.8379,19768.73276,25004.17905
776,U,Los Angeles,CA,52362,7057,4877,17832,16611,35.367684,88288.51071,463802.0311,25231.06888,39599.86735
777,U,San Diego,CA,37476,883,542,15775,12640,40.185441,75232.77124,494723.12,26568,35501
778,U,San Diego,CA,87,4,1,77,32,34.210345,33915.94253,481079.5,1459,1610
779,U,San Diego,CA,39134,7389,2336,12448,13951,35.930227,55087.10367,489394.1411,23179.71069,30201.96209
78,U,San Francisco-Oakland-San Jose,CA,33454,6338,2051,,10027,38.041112,75277.82367,527317.9521,20348,26702
78,U,San Francisco-Oakland-San Jose,CA,33454,6338,2051,,10027,38.041112,75277.82367,527317.9521,20348,26702
780,U,Sacramento-Stockton,CA,50392,6084,7132,35800,13236,32.105739,29393.44202,158428.3969,41459.31195,49493.31468
781,U,Los Angeles,CA,24423,1005,262,4042,9679,48.86102,118473.126,768227.897,14365,22190
782,U,San Francisco-Oakland-San Jose,CA,28742,4125,3666,12369,9665,40.334925,59024.28004,376551.5574,17255,22263
783,U,Los Angeles,CA,30053,1903,295,14464,8380,33.493971,70175.18254,502478.2286,19556,28089
784,R,Los Angeles,CA,22371,656,1367,10339,7292,37.600564,57391.89947,285808.5052,12769.57681,17714.38281
785,U,Los Angeles,CA,30665,5285,466,11642,9931,35.781344,67877.13726,477629.1504,16345.84597,22864.36566
786,R,Sacramento-Stockton,CA,16203,294,246,2262,5611,48.301839,88280.43406,313610.1369,15940,19907
787,U,Fresno-Visalia,CA,15287,3026,113,11877,3865,30.7366,37613.488,223196.4919,9784.84931,12346.89524
788,R,Fresno-Visalia,CA,10252,102,375,7544,3091,32.619109,33092.25722,182524.5028,8038,9896
789,U,Los Angeles,CA,72039,3745,1776,52820,17441,32.701441,61733.55391,463432.2381,41093,54607
79,U,San Francisco-Oakland-San Jose,CA,1,2079,891,16849,9834,36.67203,70173.1616,394722.7335,20456.61131,26308.99741
790,U,San Francisco-Oakland-San Jose,CA,22808,1320,639,3981,9053,39.551662,86544.08405,510975.5353,14890.80313,20278.19041
8,U,Philadelphia,PA,38640,1064,31137,2312,14027,30.720127,14594.00989,99938.42012,11861.13405,14286.93996
8,U,Philadelphia,PA,38640,1064,31137,2312,14027,30.720127,14594.00989,99938.42012,11861.13405,14286.93996
80,U,San Francisco-Oakland-San Jose,CA,43990,5548,964,7510,16195,42.369609,111538.3061,597331.9677,24358.82898,34971.80157
81,U,Sacramento-Stockton,CA,41230,3887,1456,19578,12575,33.410657,69969.41361,318016.7943,26269,34663
82,U,Sacramento-Stockton,CA,22506,1561,1561,5015,8710,38.600551,56234.91713,238482.2884,18221.39057,22635.16879
83,U,San Francisco-Oakland-San Jose,CA,53965,20928,1264,14573,20192,35.641432,108215.2913,888845.3955,27814.43555,40626.57842
84,U,San Francisco-Oakland-San Jose,CA,50383,27556,2548,10007,13845,40.555783,111658.6049,663109.4581,25050.60666,35379.32031
85,U,Chico-Redding,CA,1,1713,562,3243,11035,36.217067,46245.27366,232101.7438,19511,25358
86,U,Los Angeles,CA,29671,1159,891,13706,9812,36.550059,87033.76765,459336.5521,17554,24327
87,U,Fresno-Visalia,CA,21693,3125,2158,13143,6659,31.352219,33582.07786,158205.4495,13946,17743
88,U,San Francisco-Oakland-San Jose,CA,34842,2738,8172,18813,11275,36.716899,-12,307541.3839,27743,34628
88,U,San Francisco-Oakland-San Jose,CA,34842,2738,8172,18813,11275,36.716899,-12,307541.3839,27743,34628
89,U,Los Angeles,CA,48539,11869,4477,26852,13448,39.787686,62340.02303,396050.0251,,37812
9,R,St. Louis,MO,7626,55,110,110,3126,43.669237,62289.8951,135169.9312,6295.741825,7894.067243
90,U,Los Angeles,CA,21289,1685,417,15912,6353,35.922847,65011.64738,571917.7603,11731.28292,17348.90189
91,U,San Diego,CA,1,1183,466,4928,11183,37.456944,79237.65804,435295.0703,,28381.92754
92,U,San Francisco-Oakland-San Jose,CA,16973,2107,423,2714,6493,40.297879,94150.41319,509209.0907,,14267
93,U,Los Angeles,CA,25736,3513,2322,14631,8005,32.362325,74649.75241,378741.5275,15048.62479,23049.6555
94,U,San Diego,CA,71577,27928,2928,13972,22581,36.994722,83157.02037,479488.8789,40184.94444,57453.2982
95,U,San Francisco-Oakland-San Jose,CA,42702,2434,1187,17070,14077,37.021004,79486.73332,425409.3289,25114.53799,33341.82546
96,U,Santa Barbara-Santa Maria-San Luis Obispo,CA,39931,1984,782,,12424,30.05063,52180.19188,317792.1685,28345.46218,36432.16586
97,U,San Francisco-Oakland-San Jose,CA,42833,28120,887,8609,12537,39.573287,117202.8304,771411.1697,22738.79988,32030.83507
98,R,San Francisco-Oakland-San Jose,CA,15509,452,201,5635,6102,37.329177,49379.74105,286511.9051,13068,16791
99,U,San Francisco-Oakland-San Jose,CA,17022,4016,3118,2150,6689,41.553108,84013.29897,633794.1359,8657,
